OBJECTID,X,Y,id
7495,114.140001213000010,30.391490247000036,3
7496,114.140000154000060,30.391490853000050,3
7497,114.139999095000010,30.391491459000065,3
7498,114.139998036000070,30.391492065000079,3
7499,114.139996977000010,30.391492671000037,3
7500,114.139995919000060,30.391493277000052,3
7501,114.139994860000120,30.391493883000066,3
7502,114.139993801000060,30.391494489000024,3
7503,114.139992742000120,30.391495095000039,3
7504,114.139991683000060,30.391495700000064,3
7505,114.139990624000010,30.391496306000079,3
7506,114.139989565000060,30.391496912000036,3
7507,114.139988506000010,30.391497518000051,3
7508,114.139987447000070,30.391498124000066,3
7509,114.139986388000010,30.391498730000023,3
7510,114.139985329000070,30.391499336000038,3
7511,114.139984270000010,30.391499942000053,3
7512,114.139983212000060,30.391500548000067,3
7513,114.139982153000010,30.391501154000025,3
7514,114.139981094000060,30.391501760000040,3
7515,114.139980035000010,30.391502366000054,3
7516,114.139978976000070,30.391502972000069,3
7517,114.139977917000010,30.391503578000027,3
7518,114.139976858000070,30.391504184000041,3
7519,114.139975799000010,30.391504790000056,3
7520,114.139974740000070,30.391505396000071,3
7521,114.139973681000010,30.391506002000028,3
7522,114.139972622000070,30.391506608000043,3
7523,114.139971563000020,30.391507213000068,3
7524,114.139970505000060,30.391507819000026,3
7525,114.139969446000010,30.391508425000040,3
7526,114.139968387000070,30.391509031000055,3
7527,114.139967328000010,30.391509637000070,3
7528,114.139966269000070,30.391510243000027,3
7529,114.139965210000010,30.391510849000042,3
7530,114.139964151000070,30.391511455000057,3
7531,114.139963092000020,30.391512061000071,3
7532,114.139962033000070,30.391512667000029,3
7533,114.139960974000020,30.391513273000044,3
7534,114.139959915000080,30.391513879000058,3
7535,114.139958856000020,30.391514485000073,3
7536,114.139957798000070,30.391515091000031,3
7537,114.139956739000010,30.391515697000045,3
7538,114.139955680000070,30.391516303000060,3
7539,114.139954621000020,30.391516909000075,3
7540,114.139953562000070,30.391517515000032,3
7541,114.139952503000020,30.391518120000057,3
7542,114.139951444000080,30.391518726000072,3
7543,114.139950385000020,30.391519332000030,3
7544,114.139949326000080,30.391519938000044,3
7545,114.139948267000020,30.391520544000059,3
7546,114.139947208000080,30.391521150000074,3
7547,114.139946150000010,30.391521756000031,3
7548,114.139945091000070,30.391522362000046,3
7549,114.139944032000020,30.391522968000061,3
7550,114.139942973000070,30.391523574000075,3
7551,114.139941914000020,30.391524180000033,3
7552,114.139940855000080,30.391524786000048,3
7553,114.139939796000020,30.391525392000062,3
7554,114.139938737000080,30.391525998000077,3
7555,114.139937678000020,30.391526604000035,3
7556,114.139936619000080,30.391527210000049,3
7557,114.139935560000030,30.391527816000064,3
7558,114.139934501000080,30.391528422000079,3
7559,114.139933443000020,30.391529028000036,3
7560,114.139932384000080,30.391529633000061,3
7561,114.139931325000020,30.391530239000076,3
7562,114.139930266000080,30.391530845000034,3
7563,114.139929207000020,30.391531451000048,3
7564,114.139928148000080,30.391532057000063,3
7565,114.139927089000030,30.391532663000078,3
7566,114.139926030000080,30.391533269000035,3
7567,114.139924971000030,30.391533875000050,3
7568,114.139923912000090,30.391534481000065,3
7569,114.139922853000030,30.391535087000079,3
7570,114.139921794000090,30.391535693000037,3
7571,114.139920736000020,30.391536299000052,3
7572,114.139919677000080,30.391536905000066,3
7573,114.139918618000020,30.391537511000024,3
7574,114.139917559000080,30.391538117000039,3
7575,114.139916500000030,30.391538723000053,3
7576,114.139915441000080,30.391539329000068,3
7577,114.139914382000030,30.391539935000026,3
7578,114.139913323000090,30.391540541000040,3
7579,114.139912264000030,30.391541146000066,3
7580,114.139911205000090,30.391541752000023,3
7581,114.139910146000030,30.391542358000038,3
7582,114.139909087000090,30.391542964000053,3
7583,114.139908029000030,30.391543570000067,3
7584,114.139906970000080,30.391544176000025,3
7585,114.139905911000030,30.391544782000040,3
7586,114.139904852000090,30.391545388000054,3
7587,114.139903793000030,30.391545994000069,3
7588,114.139902734000090,30.391546600000027,3
7589,114.139901675000030,30.391547206000041,3
7590,114.139900616000090,30.391547812000056,3
7591,114.139899557000040,30.391548418000070,3
7592,114.139898498000090,30.391549024000028,3
7593,114.139897439000040,30.391549630000043,3
7594,114.139896381000090,30.391550236000057,3
7595,114.139895322000030,30.391550842000072,3
7596,114.139894263000090,30.391551448000030,3
7597,114.139893204000030,30.391552053000055,3
7598,114.139892145000090,30.391552659000070,3
7599,114.139891086000030,30.391553265000027,3
7600,114.139890027000090,30.391553871000042,3
7601,114.139888968000040,30.391554477000057,3
7602,114.139887909000090,30.391555083000071,3
7603,114.139886850000040,30.391555689000029,3
7604,114.139885791000100,30.391556295000044,3
7605,114.139884732000040,30.391556901000058,3
7606,114.139883674000090,30.391557507000073,3
7607,114.139882615000030,30.391558113000031,3
7608,114.139881556000090,30.391558719000045,3
7609,114.139880497000040,30.391559325000060,3
7610,114.139879438000090,30.391559931000074,3
7611,114.139878379000040,30.391560537000032,3
7612,114.139877320000100,30.391561143000047,3
7613,114.139876261000040,30.391561749000061,3
7614,114.139875202000100,30.391562355000076,3
7615,114.139874143000040,30.391562961000034,3
7616,114.139873084000100,30.391563566000059,3
7617,114.139872025000050,30.391564172000074,3
7618,114.139870967000090,30.391564778000031,3
7619,114.139869908000040,30.391565384000046,3
7620,114.139868849000090,30.391565990000061,3
7621,114.139867790000040,30.391566596000075,3
7622,114.139866731000100,30.391567202000033,3
7623,114.139865672000040,30.391567808000048,3
7624,114.139864613000100,30.391568414000062,3
7625,114.139863554000040,30.391569020000077,3
7626,114.139862495000100,30.391569626000035,3
7627,114.139861436000050,30.391570232000049,3
7628,114.139860377000100,30.391570838000064,3
7629,114.139859318000050,30.391571444000078,3
7630,114.139858260000100,30.391572050000036,3
7631,114.139857201000040,30.391572656000051,3
7632,114.139856142000100,30.391573262000065,3
7633,114.139855083000040,30.391573868000023,3
7634,114.139854024000100,30.391574474000038,3
7635,114.139852965000050,30.391575079000063,3
7636,114.139851906000100,30.391575685000078,3
7637,114.139850847000050,30.391576291000035,3
7638,114.139849788000110,30.391576897000050,3
7639,114.139848729000050,30.391577503000065,3
7640,114.139847670000110,30.391578109000079,3
7641,114.139846611000050,30.391578715000037,3
7642,114.139845553000100,30.391579321000052,3
7643,114.139844494000040,30.391579927000066,3
7644,114.139843435000100,30.391580533000024,3
7645,114.139842376000050,30.391581139000039,3
7646,114.139841317000100,30.391581745000053,3
7647,114.139840258000050,30.391582351000068,3
7648,114.139839199000110,30.391582957000026,3
7649,114.139838140000050,30.391583563000040,3
7650,114.139837081000110,30.391584169000055,3
7651,114.139836022000050,30.391584775000069,3
7652,114.139834963000110,30.391585381000027,3
7653,114.139833905000050,30.391585986000052,3
7654,114.139832846000100,30.391586592000067,3
7655,114.139831787000050,30.391587198000025,3
7656,114.139830728000110,30.391587804000039,3
7657,114.139829669000050,30.391588410000054,3
7658,114.139828610000110,30.391589016000069,3
7659,114.139827551000050,30.391589622000026,3
7660,114.139826492000110,30.391590228000041,3
7661,114.139825433000060,30.391590834000056,3
7662,114.139824374000110,30.391591440000070,3
7663,114.139823315000060,30.391592046000028,3
7664,114.139822256000120,30.391592652000043,3
7665,114.139821198000050,30.391593258000057,3
7666,114.139820139000110,30.391593864000072,3
7667,114.139819080000050,30.391594470000030,3
7668,114.139818021000110,30.391595076000044,3
7669,114.139816962000050,30.391595682000059,3
7670,114.139815903000110,30.391596288000073,3
7671,114.139814844000060,30.391596894000031,3
7672,114.139813785000110,30.391597499000056,3
7673,114.139812726000060,30.391598105000071,3
7674,114.139811667000120,30.391598711000029,3
7675,114.139810608000060,30.391599317000043,3
7676,114.139809549000010,30.391599923000058,3
7677,114.139808491000050,30.391600529000073,3
7678,114.139807432000110,30.391601135000030,3
7679,114.139806373000060,30.391601741000045,3
7680,114.139805314000110,30.391602347000060,3
7681,114.139804255000060,30.391602953000074,3
7682,114.139803196000120,30.391603559000032,3
7683,114.139802137000060,30.391604165000047,3
7684,114.139801078000000,30.391604771000061,3
7685,114.139800019000060,30.391605377000076,3
7686,114.139798960000010,30.391605983000034,3
7687,114.139797901000070,30.391606589000048,3
7688,114.139796842000010,30.391607195000063,3
7689,114.139795784000060,30.391607801000077,3
7690,114.139794725000120,30.391608407000035,3
7691,114.139793666000060,30.391609012000060,3
7692,114.139792607000120,30.391609618000075,3
7693,114.139791548000060,30.391610224000033,3
7694,114.139790489000010,30.391610830000047,3
7695,114.139789430000060,30.391611436000062,3
7696,114.139788371000010,30.391612042000077,3
7697,114.139787312000070,30.391612648000034,3
7698,114.139786253000010,30.391613254000049,3
7699,114.139785194000070,30.391613860000064,3
7700,114.139784136000120,30.391614466000078,3
7701,114.139783077000060,30.391615072000036,3
7702,114.139782018000010,30.391615678000051,3
7703,114.139780959000060,30.391616284000065,3
7704,114.139779900000010,30.391616890000023,3
7705,114.139778841000070,30.391617496000038,3
7706,114.139777782000010,30.391618102000052,3
7707,114.139776723000070,30.391618708000067,3
7708,114.139775664000010,30.391619314000025,3
7709,114.139774605000070,30.391619920000039,3
7710,114.139773546000010,30.391620525000064,3
7711,114.139772487000070,30.391621131000079,3
7712,114.139771429000010,30.391621737000037,3
7713,114.139770370000060,30.391622343000051,3
7714,114.139769311000010,30.391622949000066,3
7715,114.139768252000070,30.391623555000024,3
7716,114.139767193000010,30.391624161000038,3
7717,114.139766134000070,30.391624767000053,3
7718,114.139765075000010,30.391625373000068,3
7719,114.139764016000070,30.391625979000025,3
7720,114.139762957000020,30.391626585000040,3
7721,114.139761898000070,30.391627191000055,3
7722,114.139760839000020,30.391627797000069,3
7723,114.139759780000080,30.391628403000027,3
7724,114.139758722000010,30.391629009000042,3
7725,114.139757663000070,30.391629615000056,3
7726,114.139756604000010,30.391630221000071,3
7727,114.139755545000070,30.391630827000029,3
7728,114.139754486000020,30.391631432000054,3
7729,114.139753427000070,30.391632038000068,3
7730,114.139752368000020,30.391632644000026,3
7731,114.139751309000080,30.391633250000041,3
7732,114.139750250000020,30.391633856000055,3
7733,114.139749191000080,30.391634462000070,3
7734,114.139748132000020,30.391635068000028,3
7735,114.139747073000080,30.391635674000042,3
7736,114.139746015000010,30.391636280000057,3
7737,114.139744956000070,30.391636886000072,3
7738,114.139743897000020,30.391637492000029,3
7739,114.139742838000070,30.391638098000044,3
7740,114.139741779000020,30.391638704000059,3
7741,114.139740720000080,30.391639310000073,3
7742,114.139739661000020,30.391639916000031,3
7743,114.139738602000080,30.391640522000046,3
7744,114.139737543000020,30.391641128000060,3
7745,114.139736484000080,30.391641734000075,3
7746,114.139735425000030,30.391642340000033,3
7747,114.139734367000070,30.391642945000058,3
7748,114.139733308000020,30.391643551000072,3
7749,114.139732249000080,30.391644157000030,3
7750,114.139731190000020,30.391644763000045,3
7751,114.139730131000080,30.391645369000059,3
7752,114.139729072000020,30.391645975000074,3
7753,114.139728013000080,30.391646581000032,3
7754,114.139726954000030,30.391647187000046,3
7755,114.139725895000080,30.391647793000061,3
7756,114.139724836000030,30.391648399000076,3
7757,114.139723777000090,30.391649005000033,3
7758,114.139722718000030,30.391649611000048,3
7759,114.139721660000080,30.391650217000063,3
7760,114.139720601000020,30.391650823000077,3
7761,114.139719542000080,30.391651429000035,3
7762,114.139718483000020,30.391652035000050,3
7763,114.139717424000080,30.391652641000064,3
7764,114.139716365000030,30.391653247000079,3
7765,114.139715306000080,30.391653853000037,3
7766,114.139714247000030,30.391654458000062,3
7767,114.139713188000090,30.391655064000076,3
7768,114.139712129000030,30.391655670000034,3
7769,114.139711070000090,30.391656276000049,3
7770,114.139710011000030,30.391656882000063,3
7771,114.139708953000080,30.391657488000078,3
7772,114.139707894000030,30.391658094000036,3
